timestamp,percentSetting,PWM1,PWM2
1556649898.0080953,0,0,0
1556649898.058832,0,0,0
1556649898.1090083,0,0,0
1556649898.159733,0,0,0
1556649898.210157,0,0,0
1556649898.2603347,0,0,0
1556649898.3105757,0,0,0
1556649898.3607478,0,0,0
1556649898.4108958,0,0,0
1556649898.461071,0,0,0
1556649898.5116746,0,0,0
1556649898.5622547,0,0,0
1556649898.61234,0,0,0
1556649898.6624393,0,0,0
1556649898.7124538,0,0,0
1556649898.762623,0,0,0
1556649898.8127995,0,0,0
1556649898.8628728,0,0,0
1556649898.9130523,0,0,0
1556649898.9630592,0,0,0
1556649899.0130982,0,0,0
1556649899.0633044,0,0,0
1556649899.1142986,0,0,0
1556649899.1644669,0,0,0
1556649899.215308,0,0,0
1556649899.2654803,0,0,0
1556649899.3161962,0,0,0
1556649899.3663664,0,0,0
1556649899.4166427,0,0,0
1556649899.4674566,0,0,0
1556649899.5177088,0,0,0
1556649899.5679,0,0,0
1556649899.6180828,0,0,0
1556649899.6683462,0,0,0
1556649899.7184246,0,0,0
1556649899.7684326,0,0,0
1556649899.81856,0,0,0
1556649899.8687432,0,0,0
1556649899.919685,0,0,0
1556649899.9698763,0,0,0
1556649900.0208566,0,0,0
1556649900.0708625,0,0,0
1556649900.1208756,0,0,0
1556649900.1710458,0,0,0
1556649900.222108,0,0,0
1556649900.2722785,0,0,0
1556649900.3229783,0,0,0
1556649900.373186,0,0,0
1556649900.4232044,0,0,0
1556649900.4733465,0,0,0
1556649900.5237136,0,0,0
1556649900.5739112,0,0,0
1556649900.624108,0,0,0
1556649900.674892,0,0,0
1556649900.725445,0,0,0
1556649900.7755666,0,0,0
1556649900.826087,0,0,0
1556649900.8764088,0,0,0
1556649900.9265792,0,0,0
1556649900.9767632,0,0,0
1556649901.0270753,0,0,0
1556649901.0772524,0,0,0
1556649901.127395,0,0,0
1556649901.1775644,0,0,0
1556649901.2276664,0,0,0
1556649901.27776,0,0,0
1556649901.3280118,0,0,0
1556649901.378204,0,0,0
1556649901.428393,0,0,0
1556649901.478545,0,0,0
1556649901.528586,0,0,0
1556649901.5787587,0,0,0
1556649901.6289349,0,0,0
1556649901.679103,0,0,0
1556649901.729275,0,0,0
1556649901.7797606,0,0,0
1556649901.8307393,0,0,0
1556649901.880786,0,0,0
1556649901.9314456,0,0,0
1556649901.9815576,0,0,0
1556649902.0317445,0,0,0
1556649902.0823948,0,0,0
1556649902.1332536,0,0,0
1556649902.1834,0,0,0
1556649902.2334116,0,0,0
1556649902.283552,0,0,0
1556649902.3340056,0,0,0
1556649902.384974,0,0,0
1556649902.4351819,0,0,0
1556649902.4854286,0,0,0
1556649902.5356503,0,0,0
1556649902.5857959,0,0,0
1556649902.6359057,0,0,0
1556649902.6860995,0,0,0
1556649902.7362938,0,0,0
1556649902.786459,0,0,0
1556649902.836611,0,0,0
1556649902.8869386,0,0,0
1556649902.9377534,0,0,0
1556649902.9878309,0,0,0
1556649903.037937,0,0,0
1556649903.0890212,0,0,0
1556649903.1392164,0,0,0
1556649903.1894062,0,0,0
1556649903.239553,0,0,0
1556649903.290616,0,0,0
1556649903.3408904,0,0,0
1556649903.3917682,0,0,0
1556649903.4419558,0,0,0
1556649903.4921408,0,0,0
1556649903.5423987,0,0,0
1556649903.592568,0,0,0
1556649903.6433175,0,0,0
1556649903.6935735,0,0,0
1556649903.7437494,0,0,0
1556649903.793931,0,0,0
1556649903.8440926,0,0,0
1556649903.8948927,0,0,0
1556649903.945426,0,0,0
1556649903.9961238,0,0,0
1556649904.046249,0,0,0
1556649904.096425,0,0,0
1556649904.1465952,0,0,0
1556649904.1969047,0,0,0
1556649904.2473555,0,0,0
1556649904.29832,0,0,0
1556649904.348323,0,0,0
1556649904.3992128,0,0,0
1556649904.4493735,0,0,0
1556649904.4995475,0,0,0
1556649904.5505629,0,0,0
1556649904.6007528,0,0,0
1556649904.651072,0,0,0
1556649904.70126,0,0,0
1556649904.751379,0,0,0
1556649904.8015568,0,0,0
1556649904.8518345,0,0,0
1556649904.9022834,0,0,0
1556649904.9523573,0,0,0
1556649905.0025134,0,0,0
1556649905.0530357,0,0,0
1556649905.1031651,0,0,0
1556649905.154042,0,0,0
1556649905.204052,0,0,0
1556649905.2542436,0,0,0
1556649905.3044105,0,0,0
1556649905.355395,0,0,0
1556649905.4055808,0,0,0
1556649905.45652,0,0,0
1556649905.506722,0,0,0
1556649905.5570061,0,0,0
1556649905.6072204,0,0,0
1556649905.6572902,0,0,0
1556649905.7075121,0,0,0
1556649905.7576737,0,0,0
1556649905.8078709,0,0,0
1556649905.858059,0,0,0
1556649905.9082465,0,0,0
1556649905.9589252,0,0,0
1556649906.00916,0,0,0
1556649906.0599115,0,0,0
1556649906.110895,0,0,0
1556649906.161184,0,0,0
1556649906.212147,0,0,0
1556649906.2623699,0,0,0
1556649906.3131797,0,0,0
1556649906.3633518,0,0,0
1556649906.4135222,0,0,0
1556649906.4636695,0,0,0
1556649906.5138617,0,0,0
1556649906.5639844,0,0,0
1556649906.6145024,0,0,0
1556649906.6650524,0,0,0
1556649906.716083,0,0,0
1556649906.7662556,0,0,0
1556649906.816454,0,0,0
1556649906.8675566,0,0,0
1556649906.9177444,0,0,0
1556649906.9679146,0,0,0
1556649907.0182118,0,0,0
1556649907.068393,0,0,0
1556649907.1186235,0,0,0
1556649907.1688182,0,0,0
1556649907.2193847,0,0,0
1556649907.2700362,0,0,0
1556649907.3201659,0,0,0
1556649907.370564,0,0,0
1556649907.4211044,0,0,0
1556649907.4712808,0,0,0
1556649907.5216913,0,0,0
1556649907.5718124,0,0,0
1556649907.6220224,0,0,0
1556649907.6722982,0,0,0
1556649907.7232761,0,0,0
1556649907.7737474,0,0,0
1556649907.8239214,0,0,0
1556649907.8741262,0,0,0
1556649907.9243443,0,0,0
1556649907.9743736,0,0,0
1556649908.0248382,0,0,0
1556649908.075889,0,0,0
1556649908.1262307,0,0,0
1556649908.1764102,0,0,0
1556649908.2266495,0,0,0
1556649908.2766557,0,0,0
1556649908.326659,0,0,0
1556649908.3771791,0,0,0
1556649908.427353,0,0,0
1556649908.4775186,0,0,0
1556649908.5284932,0,0,0
1556649908.5785713,0,0,0
1556649908.6288092,0,0,0
1556649908.6790252,0,0,0
1556649908.729221,0,0,0
1556649908.7802036,0,0,0
1556649908.8302417,0,0,0
1556649908.8804395,0,0,0
1556649908.9306414,0,0,0
1556649908.980834,0,0,0
1556649909.0313008,0,0,0
1556649909.0815356,0,0,0
1556649909.1316953,0,0,0
1556649909.181888,0,0,0
1556649909.2320812,0,0,0
1556649909.2823384,0,0,0
1556649909.3325198,0,0,0
1556649909.3833008,0,0,0
1556649909.433875,0,0,0
1556649909.4843614,0,0,0
1556649909.5345547,0,0,0
1556649909.5847077,0,0,0
1556649909.6348846,0,0,0
1556649909.684968,0,0,0
1556649909.7351851,0,0,0
1556649909.7853568,0,0,0
1556649909.8363442,0,0,0
1556649909.886538,0,0,0
1556649909.9373832,0,0,0
1556649909.9875777,0,0,0
1556649910.0376174,0,0,0
1556649910.0881634,0,0,0
1556649910.1389337,0,0,0
1556649910.1891186,0,0,0
1556649910.2394857,0,0,0
1556649910.290619,0,0,0
1556649910.3415704,0,0,0
1556649910.3923318,0,0,0
1556649910.4424694,0,0,0
1556649910.4925628,0,0,0
1556649910.542949,0,0,0
1556649910.593023,0,0,0
1556649910.6434646,0,0,0
1556649910.6937704,0,0,0
1556649910.7448053,0,0,0
1556649910.7949378,0,0,0
1556649910.8460362,0,0,0
1556649910.8966534,0,0,0
1556649910.9474802,0,0,0
1556649910.997703,0,0,0
1556649911.0477684,0,0,0
1556649911.0978904,0,0,0
1556649911.148049,0,0,0
1556649911.1981199,0,0,0
1556649911.2491732,0,0,0
1556649911.2997944,0,0,0
1556649911.3499973,0,0,0
1556649911.4001513,0,0,0
1556649911.450166,0,0,0
1556649911.5002542,0,0,0
1556649911.5508974,0,0,0
1556649911.6017606,0,0,0
1556649911.652388,0,0,0
1556649911.702512,0,0,0
1556649911.7526166,0,0,0
1556649911.802755,0,0,0
1556649911.853192,0,0,0
1556649911.9041483,0,0,0
1556649911.9544706,0,0,0
1556649912.0046542,0,0,0
1556649912.0547976,0,0,0
1556649912.1049838,0,0,0
1556649912.1551273,0,0,0
1556649912.2052877,0,0,0
1556649912.255514,0,0,0
1556649912.3060827,0,0,0
1556649912.3562706,0,0,0
1556649912.406418,0,0,0
1556649912.4572277,0,0,0
1556649912.508186,0,0,0
1556649912.5582447,0,0,0
1556649912.6087103,0,0,0
1556649912.6591709,0,0,0
1556649912.7100315,0,0,0
1556649912.7607117,0,0,0
1556649912.8108118,0,0,0
1556649912.8609893,0,0,0
1556649912.9111748,0,0,0
1556649912.96141,0,0,0
1556649913.0115125,0,0,0
1556649913.0617325,0,0,0
1556649913.1119697,0,0,0
1556649913.1621513,0,0,0
1556649913.2131064,0,0,0
1556649913.2633235,0,0,0
1556649913.3134909,0,0,0
1556649913.3636413,0,0,0
1556649913.413808,0,0,0
1556649913.4646535,0,0,0
1556649913.5147865,0,0,0
1556649913.5649455,0,0,0
1556649913.6154277,0,0,0
1556649913.6656075,0,0,0
1556649913.7157834,0,0,0
1556649913.7660508,0,0,0
1556649913.816975,0,0,0
1556649913.8671036,0,0,0
1556649913.9171472,0,0,0
1556649913.967314,0,0,0
1556649914.0174923,0,0,0
1556649914.0676823,0,0,0
1556649914.117852,0,0,0
1556649914.168588,0,0,0
1556649914.2195895,0,0,0
1556649914.2697608,0,0,0
1556649914.3199995,0,0,0
1556649914.370199,0,0,0
1556649914.4210613,0,0,0
1556649914.4712248,0,0,0
1556649914.5214791,0,0,0
1556649914.5716038,0,0,0
1556649914.621663,0,0,0
1556649914.6719022,0,0,0
1556649914.7221434,0,0,0
1556649914.77221,0,0,0
1556649914.8223517,0,0,0
1556649914.873583,0,0,0
1556649914.9237134,0,0,0
1556649914.973877,0,0,0
1556649915.0240536,0,0,0
1556649915.074236,0,0,0
1556649915.124423,0,0,0
1556649915.175297,0,0,0
1556649915.22548,0,0,0
1556649915.2755356,0,0,0
1556649915.326526,0,0,0
1556649915.3766923,0,0,0
1556649915.4268682,0,0,0
1556649915.4777734,0,0,0
1556649915.528207,0,0,0
1556649915.5783699,0,0,0
1556649915.628544,0,0,0
1556649915.6787348,0,0,0
1556649915.728984,0,0,0
1556649915.7798002,0,0,0
1556649915.8298712,0,0,0
1556649915.8800411,0,0,0
1556649915.930416,0,0,0
1556649915.9809592,0,0,0
1556649916.0311031,0,0,0
1556649916.0820897,0,0,0
1556649916.1323166,0,0,0
1556649916.1824577,0,0,0
1556649916.232631,0,0,0
1556649916.2826486,0,0,0
1556649916.3335361,0,0,0
1556649916.384159,0,0,0
1556649916.4343553,0,0,0
1556649916.4845645,0,0,0
1556649916.5350451,0,0,0
1556649916.5852284,0,0,0
1556649916.6353698,0,0,0
1556649916.6857383,0,0,0
1556649916.7359345,0,0,0
1556649916.7865803,0,0,0
1556649916.8367534,0,0,0
1556649916.8868895,0,0,0
1556649916.9371123,0,0,0
1556649916.9872448,0,0,0
1556649917.0380182,0,0,0
1556649917.0888455,0,0,0
1556649917.1391072,0,0,0
1556649917.1893036,0,0,0
1556649917.239466,0,0,0
1556649917.2896342,0,0,0
1556649917.3404224,0,0,0
1556649917.39173,0,0,0
1556649917.4419174,0,0,0
1556649917.4921296,0,0,0
1556649917.5421405,0,0,0
1556649917.59226,0,0,0
1556649917.6428566,0,0,0
1556649917.6930294,0,0,0
1556649917.7432199,0,0,0
1556649917.7933855,0,0,0
1556649917.8440893,0,0,0
1556649917.8946106,0,0,0
1556649917.9447722,0,0,0
1556649917.9947844,0,0,0
1556649918.0449777,0,0,0
1556649918.095685,0,0,0
1556649918.1463046,0,0,0
1556649918.1964383,0,0,0
1556649918.2467344,0,0,0
1556649918.29697,0,0,0
1556649918.3478715,0,0,0
1556649918.3988705,0,0,0
1556649918.4491007,0,0,0
1556649918.4993021,0,0,0
1556649918.5495074,0,0,0
1556649918.5996542,0,0,0
1556649918.6506157,0,0,0
1556649918.7008023,0,0,0
1556649918.75099,0,0,0
1556649918.8011699,0,0,0
1556649918.8514202,0,0,0
1556649918.9022853,0,0,0
1556649918.952605,0,0,0
1556649919.0027902,0,0,0
1556649919.0529652,0,0,0
1556649919.1031504,0,0,0
1556649919.1537337,0,0,0
1556649919.2043264,0,0,0
1556649919.2552543,0,0,0
1556649919.3057177,0,0,0
1556649919.3564928,0,0,0
1556649919.4070125,0,0,0
1556649919.4570436,0,0,0
1556649919.5072958,0,0,0
1556649919.5575051,0,0,0
1556649919.6075668,0,0,0
1556649919.657752,0,0,0
1556649919.7077687,0,0,0
1556649919.7579463,0,0,0
1556649919.8081138,0,0,0
1556649919.8588974,0,0,0
1556649919.9090867,0,0,0
1556649919.9593077,0,0,0
1556649920.0094771,0,0,0
1556649920.0605307,0,0,0
1556649920.110784,0,0,0
1556649920.160976,0,0,0
1556649920.2114904,0,0,0
1556649920.2623656,0,0,0
1556649920.3127878,0,0,0
1556649920.3635194,0,0,0
1556649920.4136755,0,0,0
1556649920.4638283,0,0,0
1556649920.5140953,0,0,0
1556649920.5642617,0,0,0
1556649920.6147428,0,0,0
1556649920.6649172,0,0,0
1556649920.7160177,0,0,0
1556649920.7664652,0,0,0
1556649920.8166447,0,0,0
1556649920.866823,0,0,0
1556649920.9170232,0,0,0
1556649920.9678254,0,0,0
1556649921.0179992,0,0,0
1556649921.068141,0,0,0
1556649921.1183221,0,0,0
1556649921.1684742,0,0,0
1556649921.218656,0,0,0
1556649921.2688203,0,0,0
1556649921.3189807,0,0,0
1556649921.3698666,0,0,0
1556649921.4202957,0,0,0
1556649921.470489,0,0,0
1556649921.5213182,0,0,0
1556649921.5715294,0,0,0
1556649921.6215599,0,0,0
1556649921.672699,0,0,0
1556649921.7236698,0,0,0
1556649921.7746465,0,0,0
1556649921.8252294,0,0,0
1556649921.8753889,0,0,0
1556649921.9255688,0,0,0
1556649921.976677,0,0,0
1556649922.0268438,0,0,0
1556649922.077553,0,0,0
1556649922.2396886,1,10,0
1556649922.2898526,1,10,0
1556649922.340471,1,10,0
1556649922.3906345,1,10,0
1556649922.441219,1,10,0
1556649922.491633,1,10,0
1556649922.5418305,1,10,0
1556649922.5919886,1,10,0
1556649922.6421525,1,10,0
1556649922.6931036,1,10,0
1556649922.7433019,1,10,0
1556649922.7934728,1,10,0
1556649922.8444169,1,10,0
1556649922.894661,1,10,0
1556649922.9448466,1,10,0
1556649922.9948468,1,10,0
1556649923.044877,1,10,0
1556649923.0950382,1,10,0
1556649923.145941,1,10,0
1556649923.1966062,1,10,0
1556649923.2467668,1,10,0
1556649923.2968967,1,10,0
1556649923.3477407,1,10,0
1556649923.398647,1,10,0
1556649923.449545,1,10,0
1556649923.4997363,1,10,0
1556649923.5503798,1,10,0
1556649923.6004941,1,10,0
1556649923.6511772,1,10,0
1556649923.7013223,1,10,0
1556649923.7514253,1,10,0
1556649923.8022296,1,10,0
1556649923.8526695,1,10,0
1556649923.9028516,1,10,0
1556649923.9536192,1,10,0
1556649924.0038164,1,10,0
1556649924.0540147,1,10,0
1556649924.104193,1,10,0
1556649924.154892,1,10,0
1556649924.2050703,1,10,0
1556649924.2552366,1,10,0
1556649924.3054194,1,10,0
1556649924.3555882,1,10,0
1556649924.4055963,1,10,0
1556649924.4561796,1,10,0
1556649924.5063977,1,10,0
1556649924.5564184,1,10,0
1556649924.6066227,1,10,0
1556649924.657328,1,10,0
1556649924.7075567,1,10,0
1556649924.757605,1,10,0
1556649924.8086023,1,10,0
1556649924.8590403,1,10,0
1556649924.9091759,1,10,0
1556649924.9593415,1,10,0
1556649925.009536,1,10,0
1556649925.0597692,1,10,0
1556649925.109939,1,10,0
1556649925.1600974,1,10,0
1556649925.2112222,1,10,0
1556649925.2619395,1,10,0
1556649925.3121333,1,10,0
1556649925.36241,1,10,0
1556649925.412588,1,10,0
1556649925.4634557,1,10,0
1556649925.5137467,1,10,0
1556649925.564329,1,10,0
1556649925.6145072,1,10,0
1556649925.6646783,1,10,0
1556649925.7149348,1,10,0
1556649925.7659025,1,10,0
1556649925.8164706,1,10,0
1556649925.866577,1,10,0
1556649925.916785,1,10,0
1556649925.9670281,1,10,0
1556649926.0173593,1,10,0
1556649926.0675383,1,10,0
1556649926.1175542,1,10,0
1556649926.1685445,1,10,0
1556649926.2185829,1,10,0
1556649926.2695017,1,10,0
1556649926.319686,1,10,0
1556649926.3698707,1,10,0
1556649926.4200387,1,10,0
1556649926.470077,1,10,0
1556649926.5202422,1,10,0
1556649926.5704336,1,10,0
1556649926.6205738,1,10,0
1556649926.671151,1,10,0
1556649926.7212543,1,10,0
1556649926.7714217,1,10,0
1556649926.8215506,1,10,0
1556649926.871724,1,10,0
1556649926.9219146,1,10,0
1556649926.9719765,1,10,0
1556649927.022179,1,10,0
1556649927.072972,1,10,0
1556649927.1233358,1,10,0
1556649927.173344,1,10,0
1556649927.223516,1,10,0
1556649927.273675,1,10,0
1556649927.3244424,1,10,0
1556649927.3754208,1,10,0
1556649927.4254797,1,10,0
1556649927.4756763,1,10,0
1556649927.5265138,1,10,0
1556649927.576704,1,10,0
1556649927.6268814,1,10,0
1556649927.6769063,1,10,0
1556649927.7269754,1,10,0
1556649927.7777498,1,10,0
1556649927.827986,1,10,0
1556649927.878875,1,10,0
1556649927.9298255,1,10,0
1556649927.9800003,1,10,0
1556649928.0301719,1,10,0
1556649928.08041,1,10,0
1556649928.1304965,1,10,0
1556649928.1807601,1,10,0
1556649928.2309287,1,10,0
1556649928.281107,1,10,0
1556649928.3312883,1,10,0
1556649928.3822963,1,10,0
1556649928.4324648,1,10,0
1556649928.4827158,1,10,0
1556649928.533677,1,10,0
1556649928.5838497,1,10,0
1556649928.634043,1,10,0
1556649928.684498,1,10,0
1556649928.734719,1,10,0
1556649928.7849338,1,10,0
1556649928.8350956,1,10,0
1556649928.8851647,1,10,0
1556649928.9363499,1,10,0
1556649928.9865394,1,10,0
1556649929.0375583,1,10,0
1556649929.0877223,1,10,0
1556649929.137912,1,10,0
1556649929.18836,1,10,0
1556649929.239315,1,10,0
1556649929.2897446,1,10,0
1556649929.3404617,1,10,0
1556649929.3916152,1,10,0
1556649929.4417975,1,10,0
1556649929.4922616,1,10,0
1556649929.5423083,1,10,0
1556649929.5931776,1,10,0
1556649929.6442852,1,10,0
1556649929.6944344,1,10,0
1556649929.744627,1,10,0
1556649929.7948172,1,10,0
1556649929.8451264,1,10,0
1556649929.8961961,1,10,0
1556649929.9463768,1,10,0
1556649929.996438,1,10,0
1556649930.0466163,1,10,0
1556649930.0967965,1,10,0
1556649930.1477015,1,10,0
1556649930.197851,1,10,0
1556649930.2480366,1,10,0
1556649930.2982395,1,10,0
1556649930.3492427,1,10,0
1556649930.3992755,1,10,0
1556649930.4494889,1,10,0
1556649930.4996161,1,10,0
1556649930.5497546,1,10,0
1556649930.5999131,1,10,0
1556649930.6500976,1,10,0
1556649930.7002828,1,10,0
1556649930.7504303,1,10,0
1556649930.8005152,1,10,0
1556649930.8507338,1,10,0
1556649930.9012427,1,10,0
1556649930.9522266,1,10,0
1556649931.0024147,1,10,0
1556649931.05279,1,10,0
1556649931.1038353,1,10,0
1556649931.1540062,1,10,0
1556649931.204205,1,10,0
1556649931.2542202,1,10,0
1556649931.3043973,1,10,0
1556649931.3544426,1,10,0
1556649931.404607,1,10,0
1556649931.4547083,1,10,0
1556649931.5050032,1,10,0
1556649931.5552473,1,10,0
1556649931.605371,1,10,0
1556649931.6561933,1,10,0
1556649931.7067835,1,10,0
1556649931.7568047,1,10,0
1556649931.8071158,1,10,0
1556649931.8573008,1,10,0
1556649931.9079528,1,10,0
1556649931.9580848,1,10,0
1556649932.008272,1,10,0
1556649932.0584736,1,10,0
1556649932.1086614,1,10,0
1556649932.1588416,1,10,0
1556649932.209019,1,10,0
1556649932.259924,1,10,0
1556649932.309963,1,10,0
1556649932.360126,1,10,0
1556649932.4103558,1,10,0
1556649932.4605742,1,10,0
1556649932.510588,1,10,0
1556649932.560808,1,10,0
1556649932.6109998,1,10,0
1556649932.6610978,1,10,0
1556649932.711942,1,10,0
1556649932.762123,1,10,0
1556649932.812247,1,10,0
1556649932.8624115,1,10,0
1556649932.912574,1,10,0
1556649932.962754,1,10,0
1556649933.0127878,1,10,0
1556649933.0629585,1,10,0
1556649933.1131544,1,10,0
1556649933.1640086,1,10,0
1556649933.2149765,1,10,0
1556649933.2651644,1,10,0
1556649933.3153589,1,10,0
1556649933.3662963,1,10,0
1556649933.416466,1,10,0
1556649933.4673958,1,10,0
1556649933.517405,1,10,0
1556649933.567587,1,10,0
1556649933.6177614,1,10,0
1556649933.6679082,1,10,0
1556649933.7180576,1,10,0
1556649933.768787,1,10,0
1556649933.8196929,1,10,0
1556649933.869834,1,10,0
1556649933.9200854,1,10,0
1556649933.970258,1,10,0
1556649934.0208447,1,10,0
1556649934.0710118,1,10,0
1556649934.1212215,1,10,0
1556649934.171395,1,10,0
1556649934.2214093,1,10,0
1556649934.2714465,1,10,0
1556649934.32163,1,10,0
1556649934.3721266,1,10,0
1556649934.423081,1,10,0
1556649934.473109,1,10,0
1556649934.5232935,1,10,0
1556649934.5733738,1,10,0
1556649934.6244469,1,10,0
1556649934.6744995,1,10,0
1556649934.7247326,1,10,0
1556649934.774897,1,10,0
1556649934.8250751,1,10,0
1556649934.875263,1,10,0
1556649934.9261825,1,10,0
1556649934.9763684,1,10,0
1556649935.0265067,1,10,0
1556649935.0767128,1,10,0
1556649935.126879,1,10,0
1556649935.1771245,1,10,0
1556649935.2272947,1,10,0
1556649935.2778485,1,10,0
1556649935.3284738,1,10,0
1556649935.3786602,1,10,0
1556649935.429394,1,10,0
1556649935.480003,1,10,0
1556649935.5307646,1,10,0
1556649935.5817897,1,10,0
1556649935.632083,1,10,0
1556649935.6830533,1,10,0
1556649935.7331138,1,10,0
1556649935.783378,1,10,0
1556649935.8335447,1,10,0
1556649935.8837357,1,10,0
1556649935.9341872,1,10,0
1556649935.9843647,1,10,0
1556649936.0352457,1,10,0
1556649936.0857925,1,10,0
1556649936.1359742,1,10,0
1556649936.1861467,1,10,0
1556649936.2363453,1,10,0
1556649936.2864523,1,10,0
1556649936.3365963,1,10,0
1556649936.386806,1,10,0
1556649936.436874,1,10,0
1556649936.4879243,1,10,0
1556649936.5381205,1,10,0
1556649936.5883038,1,10,0
1556649936.6384547,1,10,0
1556649936.6886811,1,10,0
1556649936.7388475,1,10,0
1556649936.788916,1,10,0
1556649936.8390372,1,10,0
1556649936.8891954,1,10,0
1556649936.9395876,1,10,0
1556649936.9897416,1,10,0
1556649937.0406194,1,10,0
1556649937.0910652,1,10,0
1556649937.1414,1,10,0
1556649937.1915474,1,10,0
1556649937.2417116,1,10,0
1556649937.2926967,1,10,0
1556649937.3430533,1,10,0
1556649937.3937871,1,10,0
1556649937.4440424,1,10,0
1556649937.4949074,1,10,0
1556649937.5451071,1,10,0
1556649937.595295,1,10,0
1556649937.6462321,1,10,0
1556649937.6964178,1,10,0
1556649937.7466047,1,10,0
1556649937.7967424,1,10,0
1556649937.84743,1,10,0
1556649937.8975976,1,10,0
1556649937.947782,1,10,0
1556649937.9981363,1,10,0
1556649938.0482993,1,10,0
1556649938.0984955,1,10,0
1556649938.1488297,1,10,0
1556649938.199635,1,10,0
1556649938.2497687,1,10,0
1556649938.299979,1,10,0
1556649938.350122,1,10,0
1556649938.4002883,1,10,0
1556649938.4508862,1,10,0
1556649938.5009437,1,10,0
1556649938.551906,1,10,0
1556649938.6021004,1,10,0
1556649938.6521063,1,10,0
1556649938.702176,1,10,0
1556649938.752754,1,10,0
1556649938.8028796,1,10,0
1556649938.852954,1,10,0
1556649938.9031947,1,10,0
1556649938.9533513,1,10,0
1556649939.003548,1,10,0
1556649939.053678,1,10,0
1556649939.103849,1,10,0
1556649939.1549652,1,10,0
1556649939.2052174,1,10,0
1556649939.2553961,1,10,0
1556649939.3055708,1,10,0
1556649939.3557425,1,10,0
1556649939.4057922,1,10,0
1556649939.4564962,1,10,0
1556649939.5070565,1,10,0
1556649939.5571892,1,10,0
1556649939.607369,1,10,0
1556649939.6577075,1,10,0
1556649939.7084303,1,10,0
1556649939.758572,1,10,0
